,CH1,CH2,CH3
Second,Volt,Volt,Volt
-2.75120e-05,1.48e+01,1.52e+01,3.40e-02, 
-2.74720e-05,1.48e+01,1.52e+01,3.20e-02, 
-2.74320e-05,1.46e+01,1.50e+01,3.40e-02, 
-2.73920e-05,1.46e+01,1.52e+01,3.40e-02, 
-2.73520e-05,1.48e+01,1.50e+01,3.20e-02, 
-2.73120e-05,1.48e+01,1.50e+01,3.20e-02, 
-2.72720e-05,1.46e+01,1.50e+01,3.40e-02, 
-2.72320e-05,1.46e+01,1.50e+01,3.20e-02, 
-2.71920e-05,1.48e+01,1.52e+01,3.40e-02, 
-2.71520e-05,1.48e+01,1.50e+01,3.20e-02, 
-2.71120e-05,1.46e+01,1.52e+01,3.40e-02, 
-2.70720e-05,1.48e+01,1.52e+01,3.20e-02, 
-2.70320e-05,1.46e+01,1.50e+01,3.40e-02, 
-2.69920e-05,1.48e+01,1.50e+01,3.40e-02, 
-2.69520e-05,1.46e+01,1.52e+01,3.20e-02, 
-2.69120e-05,1.48e+01,1.50e+01,3.40e-02, 
-2.68720e-05,1.46e+01,1.52e+01,3.60e-02, 
-2.68320e-05,1.48e+01,1.50e+01,3.20e-02, 
-2.67920e-05,1.46e+01,1.52e+01,3.60e-02, 
-2.67520e-05,1.48e+01,1.50e+01,3.60e-02, 
-2.67120e-05,1.46e+01,1.52e+01,3.40e-02, 
-2.66720e-05,1.46e+01,1.52e+01,3.60e-02, 
-2.66320e-05,1.48e+01,1.50e+01,3.40e-02, 
-2.65920e-05,1.46e+01,1.50e+01,3.60e-02, 
-2.65520e-05,1.48e+01,1.52e+01,3.40e-02, 
-2.65120e-05,1.46e+01,1.50e+01,3.60e-02, 
-2.64720e-05,1.48e+01,1.52e+01,3.40e-02, 
-2.64320e-05,1.46e+01,1.50e+01,3.40e-02, 
-2.63920e-05,1.48e+01,1.52e+01,3.80e-02, 
-2.63520e-05,1.48e+01,1.52e+01,3.60e-02, 
-2.63120e-05,1.46e+01,1.50e+01,3.80e-02, 
-2.62720e-05,1.48e+01,1.52e+01,3.60e-02, 
-2.62320e-05,1.46e+01,1.50e+01,3.80e-02, 
-2.61920e-05,1.48e+01,1.50e+01,3.80e-02, 
-2.61520e-05,1.46e+01,1.50e+01,3.40e-02, 
-2.61120e-05,1.48e+01,1.50e+01,3.60e-02, 
-2.60720e-05,1.46e+01,1.52e+01,3.80e-02, 
-2.60320e-05,1.48e+01,1.52e+01,3.80e-02, 
-2.59920e-05,1.46e+01,1.50e+01,3.60e-02, 
-2.59520e-05,1.46e+01,1.50e+01,3.60e-02, 
-2.59120e-05,1.48e+01,1.52e+01,3.80e-02, 
-2.58720e-05,1.48e+01,1.50e+01,3.60e-02, 
-2.58320e-05,1.46e+01,1.52e+01,3.80e-02, 
-2.57920e-05,1.46e+01,1.50e+01,3.80e-02, 
-2.57520e-05,1.48e+01,1.52e+01,3.60e-02, 
-2.57120e-05,1.48e+01,1.52e+01,3.60e-02, 
-2.56720e-05,1.46e+01,1.50e+01,3.80e-02, 
-2.56320e-05,1.46e+01,1.52e+01,3.80e-02, 
-2.55920e-05,1.48e+01,1.50e+01,3.60e-02, 
-2.55520e-05,1.48e+01,1.50e+01,4.00e-02, 
-2.55120e-05,1.46e+01,1.52e+01,3.60e-02, 
-2.54720e-05,1.48e+01,1.50e+01,3.60e-02, 
-2.54320e-05,1.46e+01,1.52e+01,4.00e-02, 
-2.53920e-05,1.48e+01,1.50e+01,3.80e-02, 
-2.53520e-05,1.46e+01,1.52e+01,4.00e-02, 
-2.53120e-05,1.48e+01,1.52e+01,4.00e-02, 
-2.52720e-05,1.10e+01,2.60e+00,-1.00e-01, 
-2.52320e-05,1.18e+01,1.60e+00,-1.20e-01, 
-2.51920e-05,8.60e+00,6.00e-01,-7.00e-02, 
-2.51520e-05,8.20e+00,4.00e-01,-9.00e-02, 
-2.51120e-05,5.60e+00,2.00e-01,-6.00e-03, 
-2.50720e-05,5.60e+00,4.00e-01,-2.20e-02, 
-2.50320e-05,3.80e+00,2.00e-01,4.00e-02, 
-2.49920e-05,3.80e+00,4.00e-01,0.00e+00, 
-2.49520e-05,3.40e+00,0.00e+00,7.60e-02, 
-2.49120e-05,3.40e+00,6.00e-01,1.08e-01, 
-2.48720e-05,3.60e+00,-2.00e-01,-4.60e-02, 
-2.48320e-05,3.40e+00,1.00e+00,-6.60e-02, 
-2.47920e-05,1.20e+00,-8.00e-01,1.68e-01, 
-2.47520e-05,1.60e+00,-4.00e-01,1.58e-01, 
-2.47120e-05,0.00e+00,4.00e-01,-3.60e-02, 
-2.46720e-05,2.00e-01,2.00e-01,3.60e-02, 
-2.46320e-05,-2.00e-01,2.00e-01,-7.00e-02, 
-2.45920e-05,-2.00e-01,2.00e-01,-2.80e-02, 
-2.45520e-05,-2.00e-01,0.00e+00,6.00e-03, 
-2.45120e-05,-2.00e-01,2.00e-01,-1.40e-02, 
-2.44720e-05,-2.00e-01,2.00e-01,0.00e+00, 
-2.44320e-05,-2.00e-01,2.00e-01,0.00e+00, 
-2.43920e-05,-4.00e-01,0.00e+00,-6.00e-03, 
-2.43520e-05,-2.00e-01,2.00e-01,-2.00e-03, 
-2.43120e-05,-4.00e-01,2.00e-01,0.00e+00, 
-2.42720e-05,-2.00e-01,2.00e-01,0.00e+00, 
-2.42320e-05,-4.00e-01,0.00e+00,2.00e-03, 
-2.41920e-05,-2.00e-01,2.00e-01,0.00e+00, 
-2.41520e-05,-2.00e-01,0.00e+00,2.00e-03, 
-2.41120e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.40720e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.40320e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.39920e-05,-4.00e-01,2.00e-01,4.00e-03, 
-2.39520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.39120e-05,-4.00e-01,4.00e-01,2.00e-03, 
-2.38720e-05,-4.00e-01,2.00e-01,2.00e-03, 
-2.38320e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.37920e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.37520e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.37120e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.36720e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.36320e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.35920e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.35520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.35120e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.34720e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.34320e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.33920e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.33520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.33120e-05,-2.00e-01,2.00e-01,6.00e-03, 
-2.32720e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.32320e-05,-4.00e-01,2.00e-01,4.00e-03, 
-2.31920e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.31520e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.31120e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.30720e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.30320e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.29920e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.29520e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.29120e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.28720e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.28320e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.27920e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.27520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.27120e-05,-4.00e-01,4.00e-01,2.00e-03, 
-2.26720e-05,-2.00e-01,2.00e-01,6.00e-03, 
-2.26320e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.25920e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.25520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.25120e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.24720e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.24320e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.23920e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.23520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.23120e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.22720e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.22320e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.21920e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.21520e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.21120e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.20720e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.20320e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.19920e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.19520e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.19120e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.18720e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.18320e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.17920e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.17520e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.17120e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.16720e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.16320e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.15920e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.15520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.15120e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.14720e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.14320e-05,-2.00e-01,4.00e-01,6.00e-03, 
-2.13920e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.13520e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.13120e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.12720e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.12320e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.11920e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.11520e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.11120e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.10720e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.10320e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.09920e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.09520e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.09120e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.08720e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.08320e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.07920e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.07520e-05,-2.00e-01,2.00e-01,4.00e-03, 
-2.07120e-05,-2.00e-01,4.00e-01,2.00e-03, 
-2.06720e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.06320e-05,-2.00e-01,2.00e-01,2.00e-03, 
-2.05920e-05,-2.00e-01,4.00e-01,4.00e-03, 
-2.05520e-05,-2.00e-01,2.00e-01,2.00e-03, 
